Id,Predicted
170933,722225.3438367471
62586,403519.029956509
145868,407795.77787783416
15155,196846.8262045349
61290,307416.864065223
184569,660516.5560634289
169996,388591.04074033716
7026,397412.2814582571
128356,398377.2587678984
134501,472312.0312676615
163406,560665.0146485936
56796,393691.9023607456
174870,744665.910135742
142554,561437.9894455746
59547,325629.9052944043
143113,475612.00748882897
154091,475469.1432708058
61191,500285.7398780917
135899,458754.8502354493
172405,553271.7783869614
184121,611876.8357261585
1063,398807.77603311324
6348,307878.3358193224
79995,570988.5480676333
50573,387152.13113300985
79894,451746.5853640837
113553,410116.6235482066
31931,354786.5036940748
86645,374810.59241565503
123780,373962.7091170023
142940,467369.94313428714
138987,520330.0561314166
41502,248204.21475823014
100104,564934.8579062475
83570,432522.6905624688
181648,684528.2378275124
68406,434914.757802596
114567,363677.9852146532
5470,367512.6982403031
176926,750906.8928457398
173013,426799.21283376106
110219,369924.47334517725
52178,214057.6895302635
120569,440110.63598992117
132710,502465.33994496503
10478,419643.57108904456
100309,830415.7156988943
76446,388717.44991758966
140674,392421.6014323475
122786,501753.51501464436
66214,416452.98153609433
120240,324854.7094965291
113802,396880.0474406653
169747,494520.1759937892
45819,376462.2006179117
36170,327378.16015782196
84049,438633.46262643335
104675,358235.26142026007
66165,796653.15879979
92499,333393.97054775024
107783,507139.8539797409
148441,466842.8435724626
12344,274926.3752230919
93256,592323.1085149267
48139,472711.97004993533
101908,380912.0519124181
134084,419095.6164017478
17216,234359.40282550742
185201,593890.6385707483
185016,643647.7239848464
25318,390194.814015427
65253,322905.6035506766
57696,236360.86437672825
30939,314477.05842124333
128338,401149.5672305722
104156,415634.06239247555
41455,308686.286235302
126390,404006.7114958021
165803,499741.64968837216
108253,354339.9911591633
15221,171163.0095978168
129322,367988.0254498095
86142,671102.2243996474
150957,512220.423667938
97028,414206.9311039802
3219,387894.37308433163
172533,494841.05308233714
147313,487615.2299983082
168865,447505.8314992208
138278,486398.196014099
82280,328330.227914118
4380,335839.76529009955
4327,579350.0192688496
109861,438577.5170243621
45273,454941.91869927244
102888,717010.1263791549
77664,423430.33613347553
58355,306267.6976952538
91308,288977.5193837816
169692,491692.93538703414
154931,467772.5583927969
123897,481743.1082191114
43550,443030.0129053691
94084,427267.18453520816
63629,377230.0196202508
163153,450870.5247745145
165076,662582.500233465
55701,347946.9198995208
19310,353361.57202421624
18205,348791.69080408814
59608,494803.1865140699
60785,475962.8086931551
51513,353903.4329290661
145397,467822.39044795797
101693,387768.48376482184
164688,485570.32162452675
82863,359186.1637917721
1754,250182.61311004852
5376,436339.7079830946
130074,479640.5548479421
102843,645985.8279125517
29760,335853.8734789252
130642,364867.8493637488
31347,405782.021158717
24205,274535.7582010777
165100,465475.939296921
81514,489419.754738826
116369,569838.4279910931
84639,389874.27942496736
97982,474246.2060788778
91083,778278.7063694422
149132,564583.6439836178
41826,450365.3856705234
52033,285287.83774448826
21665,290138.32602249813
62257,254425.3524181127
10102,359179.22460236936
23904,341991.13424638344
179693,739057.678389196
144227,817832.0935305493
120211,365204.24629204243
173440,406297.4807234874
46749,415106.5330170356
96942,540355.7836316825
183177,566134.2177274567
35398,350420.6533139944
30263,305916.04178307764
48194,371625.3104536993
129424,503684.0526410027
110123,435574.85872702755
60370,394978.3229143482
33837,430183.90269742
108049,519669.3366109812
78656,407207.4522218098
7172,285830.91716898524
66304,363422.35616748146
78058,423377.03176073974
176324,657079.6536895137
165880,533203.7234463244
93902,389320.1864310424
116039,392834.3307620881
151166,488943.4924027389
40210,276333.87513098994
98367,365872.88383337413
160925,505489.1832679401
104371,496561.5101465052
78415,666179.4156801793
83660,500445.70577176753
121434,529808.8090722864
78336,628725.985320607
52510,420390.2319000789
64261,429088.4466461456
97749,470686.9179826302
172084,494783.20233027585
52569,245049.8390421325
57400,423007.966318385
169875,567878.8185435757
58398,374217.14268166816
183622,645967.1737445148
48753,523597.6077555121
130190,569448.1061984524
108466,359501.18655212194
157786,530340.4323387204
95190,407995.6598312927
87452,527371.9613721857
142203,519758.49940556684
130773,644491.279584835
168853,466285.6030848468
64684,368826.60179511894
57446,404256.2950547905
153747,412374.24790532805
159666,460004.159072749
71555,432737.3097391983
134319,741941.9176511704
93943,427341.4550937292
109872,557075.5942792981
177223,645479.374982373
93784,583263.190936903
6380,301845.2105706121
132297,429261.9347961852
125110,533536.3930948173
36843,393212.3726544889
121955,398814.6581589383
82973,532163.9659699085
103986,337755.71493476734
97824,415518.44143929984
64151,435340.9019758438
165946,457474.7890352003
159307,415135.42952003266
131434,381504.634257196
8556,410392.1823151021
37868,381896.28044808574
14032,302332.96524686477
21341,406709.52057439607
135288,480758.2793809117
50116,289559.33248540375
97940,465900.32313314034
162134,463950.35540138104
166998,488185.73641638266
137392,454667.64166633604
1460,380491.8585351846
171905,660501.7651568593
175067,616310.8323362379
172514,540211.4851504313
17738,324694.746486187
67047,385903.841115037
124014,539810.7490547341
185762,634994.7965660307
1311,287153.8568822812
119140,624896.5208406771
142546,490481.78236609726
114400,364845.3469151273
22406,496557.20077045
92766,517008.638746653
60485,434119.4121932403
91648,506337.5286767647
132526,809012.9559893664
25180,385652.6619916911
48904,247597.2564072578
146550,486528.27694832557
19407,557349.3637770778
47699,289255.4148413575
2620,264688.5027380998
174106,569525.7815543727
112846,495248.46356269025
83926,469577.1086130268
64285,405855.1709586302
5733,369930.5096672053
87638,481298.1997100834
53604,265314.97094783507
53244,425542.0014257793
82872,370855.0446181556
66096,586822.0649292124
173642,412345.4465369934
145405,421134.2623532647
90156,511492.72760938
180075,661183.6026238168
5153,323126.1373968931
134959,497159.90095079714
64342,396151.3371487297
51154,400959.86953751266
40845,277094.61201963335
170881,778944.9030333932
106257,662544.1255449574
114464,313264.00782396167
97370,445930.1377229524
172227,518848.6424387032
151941,476132.58076189953
107035,460823.10340569157
135274,411277.135397527
169795,533944.0426792292
83718,435437.8114533537
42632,304602.90651144774
68198,360236.3778179496
112707,438330.90604936366
36740,356929.7397054634
42954,303001.59048356634
5921,300972.3273294159
40850,232050.37272249802
44668,319262.33804171346
21263,357363.9064682423
162241,550373.2995008616
81902,449100.31359333394
169151,626541.3703246884
154334,451994.6912144122
59218,385229.8723269766
37714,364932.29360543087
106222,524050.2676517375
139069,480264.9878266888
4425,442655.76428181014
140007,409330.24207264394
90024,415204.64173559396
153101,448100.1287249841
37538,270987.6649952397
32399,315319.6947267737
38946,307432.8935937452
151272,451780.0058018244
95430,518668.1869409926
101750,636164.1275491228
16356,253831.90852191838
131496,492426.63753982255
167864,450279.67009118444
17832,324552.03131314425
106738,427802.91645224835
33431,354144.1338829425
164505,489438.3759938313
47565,469398.66748601606
99660,553178.8631887208
20200,339939.8661409591
28507,454997.33099585364
43495,422549.4053533844
23794,420829.5388900606
40297,379416.85732190055
53944,565160.7546738489
11040,716143.255952778
106585,435326.1906797914
70050,707550.4869014921
75026,502315.21389133023
142562,481094.0530934468
113332,479877.5467671281
104548,661529.6539076709
159065,510700.41786452284
157589,463495.0731656584
26850,333281.21221789694
83917,360669.84639202955
124331,380540.3207357724
58018,228822.72721047426
163913,629202.2056876556
109105,438537.6052361611
97862,456341.94714605034
16478,315942.22284280247
35187,341916.393803854
25446,445191.0731297416
47828,392612.5591744386
123220,468875.99781714735
16366,297710.0379856177
144449,414088.100176793
39920,269964.7215127327
160888,472174.49224880274
47978,285589.7549895196
14331,348982.0720482477
60334,276713.65958439
49737,268230.4638854513
98533,354072.9203135796
38375,297772.5962652578
176978,705551.9960568834
60474,443311.791888361
163806,538794.5639298412
4654,357670.63398121187
130912,379961.50987217925
115098,443727.2663917767
56214,273227.9646006381
63720,303355.46605340997
143496,626928.640227048
33941,373632.18791507435
66720,337738.31074471085
29518,219642.11758089525
68026,508655.8018107933
161546,473711.7699971917
118804,341728.67898834095
126852,460238.9103118334
102392,431345.1729871771
49738,220737.06022140617
49424,377702.0848819873
18184,285776.40845438914
5408,437869.7618114171
157571,477072.02519753465
111705,603165.0942219438
179891,631853.1404731413
76587,351425.1024870835
2629,305709.65789131075
119008,384680.8190627704
128414,315989.4895015432
162481,429084.40405187884
39075,390057.44178251014
113444,550411.078438374
58984,406267.9841262845
134087,418800.4910972954
27723,348779.6128454756
61426,917682.6332794535
26496,311845.2831384026
8183,368634.29345981026
96508,397306.5878174185
56072,467648.1619844993
77192,455289.8040870691
84054,473060.5039401914
55624,353006.21128078783
163711,467508.31999780587
29219,435377.2165099052
81813,472071.8105524106
181000,662436.2895303066
143894,473400.15191130474
141800,503767.4139084361
30009,294490.0120679976
45917,319944.61615862616
14425,360346.5920403161
23268,215940.7880710517
1284,265040.74729324994
69986,786121.7567096949
134779,453863.3284270504
78114,402896.54513296636
128833,399240.1889280232
129335,416933.43732726143
56632,367873.2469733184
46967,273878.68585019745
146611,376246.57919806865
37748,306874.13845386176
156600,460597.05984081747
105167,340952.3132201446
35572,275309.26535024034
154900,541953.0915855899
68778,427624.14723102655
40761,651955.1138265864
76922,409540.7834475367
57737,236571.91564700415
63946,463568.00596282317
111235,402665.6109721442
114882,507066.9947285213
12676,303958.5630593721
138376,456948.46184138325
90637,413288.6941032241
184522,603663.5633581319
92974,299844.89467844076
8857,280911.65880259924
27895,301215.7959575084
156181,523672.6384615343
41834,508377.0809698731
157391,540909.600811017
143702,401226.0884814772
185912,834550.5528282027
11229,295626.56957465346
41300,353648.2230232798
72247,399562.32134490233
83180,496690.90280388866
148335,494880.00498436537
7890,375819.5682573986
135138,482468.08242104226
27131,315135.35526894726
166558,613097.7761379001
131032,440994.67357215116
74357,450554.8927861123
156049,362379.7320814737
69414,778532.4977956815
97276,405497.7137650608
82842,375305.468514342
148527,451155.31837617187
144752,524137.5566617307
18175,283512.2814137273
11905,279141.60857583483
171029,487485.87936087453
59320,462684.5136966691
84110,372116.31173364597
78965,832146.1081225211
85951,548456.2099032605
163141,465849.5958132618
109999,460130.0208397335
147801,400837.88316843787
139213,454461.8213083523
126460,601510.6515033212
28015,400776.8460662453
181431,681947.1894236619
52696,701533.1082538967
50605,338437.34169842035
165242,478559.99678556377
48813,233966.9116826589
110483,552748.0214549565
89306,375711.5501787273
133442,412123.96905472816
65829,554059.0667919838
87579,363282.60718630045
91465,481669.4691652135
73701,471935.0344147487
15530,397585.2409760774
18230,447379.9386846066
97193,489151.48863449425
166625,632489.5423420927
33195,456561.2977330328
136148,512428.003420506
165033,635285.330487967
21315,366955.36499503744
91814,288827.27839785186
16891,482186.091673099
107918,709981.1712878798
79471,456382.91789104353
21862,512264.45526502404
67991,420358.1777443052
165486,500919.9171754696
63600,449856.2931778225
110049,347264.21159789397
112307,396004.43459594826
10157,313419.03379263426
74635,492395.68535924866
25784,379653.7246314817
107059,508751.94379686686
30356,354785.2689759582
87516,617247.2737580568
10936,609449.8596581125
88543,401080.15558011003
139877,458350.5404305784
42424,486655.0504451575
52670,536242.804989142
166867,521526.47415831976
101107,503627.59804135206
76199,521451.7483579586
80888,348409.3312019716
9911,324055.7786861614
156640,415863.5350830259
102356,410419.2615187728
48860,355437.0792698218
102849,653121.364900318
138105,494495.0166687493
117983,444835.99555072904
93922,430138.6764118518
46238,268591.23403558624
59022,647108.5308832235
106646,470901.19744569174
120040,481968.5728246895
126172,351903.0092221133
168000,644344.9417625953
80749,460023.57314083015
131491,480448.2453893868
112112,550681.2516609443
47501,299742.4539960256
13728,250039.79063061197
101768,346826.2640660127
6316,305566.5909538447
126098,825297.4122556975
165,303215.5107255025
19524,480169.74890519277
150677,452498.1084735797
59379,385150.5575537536
74454,376311.81808832014
175450,675446.8701000353
89244,763714.072434399
116506,456936.95583363983
147339,498506.36736876797
74001,667988.1593921892
90922,408112.2288141843
1820,452000.7392508624
110186,248827.50993673713
62682,374787.14201168896
89581,531388.7547318089
137848,469513.12926519534
161798,415811.96002141945
170742,490245.3273636334
82918,468729.76975000446
37679,256790.19734895212
154926,432337.66451231693
149598,335020.5596742547
44725,261208.15090331435
90766,549240.6467130884
148899,443723.7551199079
126592,339210.7491294602
157908,395360.31574041734
113713,421560.95226005424
148870,665019.2937110964
165510,479621.47882994625
101470,358424.46758780256
51743,352311.5251297626
27173,194971.47648792597
27812,405323.4123808757
95488,346611.82765427895
173154,669569.5468895409
121352,426458.6746209384
143803,406204.94466449483
63373,346331.98010161263
1386,370587.097400632
163514,505583.65045303176
35643,281283.62398897426
120579,519990.9952331651
128369,412673.5705132909
141816,470712.78253602365
161838,512432.29586355254
71069,449639.06064966903
77131,468306.8153102128
17667,354894.05628789915
52148,423208.90370450413
72854,542512.9457667876
102035,476863.5811300657
111359,431197.99850143434
17719,358411.72003938846
123306,322905.33665690356
161864,691889.4462988588
180849,623862.9896209147
160993,454333.6122981565
162321,389255.7444456629
46481,258410.80781331897
79814,403213.9793065571
137789,593026.5807475266
54212,243740.64617903577
33512,388996.74353851203
57246,722524.4796972537
183567,628439.0811769485
126709,437495.0128630181
38938,342368.5656843007
31497,393118.7223381108
43094,373976.2197766886
40278,342765.9339494568
174057,679103.0283981009
88538,409864.7205460685
78488,707914.6399154863
170729,568036.3896820893
173992,517975.01765997685
60975,359041.75444499793
54718,268694.47005072027
178130,716648.9146601438
133730,369075.3892065459
70033,708893.1961656916
43395,546888.3665444595
142569,507044.70741844235
25880,264225.272015461
139537,366253.1083049384
3465,425590.077935503
40735,519034.8440910242
162957,480912.59970726393
83356,499166.84445187537
32897,308043.61236326303
49245,276308.3692438738
60337,281231.871701364
139769,609425.1736076315
52326,341945.0675578032
162813,795882.9781913914
180789,588586.6146103933
49386,360989.15722313797
33541,316849.28878704004
159352,508602.15198617143
42027,420589.838572454
155370,432726.71365317923
143725,476325.6416854798
131769,439667.4053365713
139885,462780.6462659746
93808,462419.75025834504
10639,330206.63558724447
168611,585985.6004063183
167653,692664.1995254634
123170,367735.96391277504
139150,366887.7829326815
62622,458729.29112621245
168689,889945.9255495563
18566,269829.35466634715
67121,283049.7290741499
119193,402459.2876826087
75320,486541.7033039474
185227,718015.0697452992
59316,458095.23470005667
42962,285397.83805527684
51540,360248.1745990972
37927,340711.9174654132
85155,304511.4822669191
148730,467717.7468404133
182768,608231.9331292899
21816,357727.8876054738
119821,440553.74668719573
53803,417449.7280464276
75672,484690.02289146185
164062,576124.8035773898
9801,733523.483696599
90516,508001.8376825919
126543,362312.42081853794
20563,175330.5152241452
173167,484189.7334103887
165546,716524.1517728141
140696,465111.8146480384
60885,433666.7570451001
71010,348254.1067019105
65245,423243.7140136153
7762,262348.45461321704
162332,436123.2699750181
132065,459529.77112059994
163315,526034.776560683
94896,372805.0896281667
13990,475099.8717097896
86695,420648.9589716727
136032,749313.7556150083
181973,581392.0477246079
70720,1046404.8527131251
176320,678163.6073706548
123988,646182.5522802535
75446,481109.5178784884
165520,471624.5574769777
95499,440089.7116815619
73362,388528.3778471178
115013,331962.7753847275
170250,593087.6151440004
117752,477083.12227739475
120534,564881.8295515578
43110,338508.040852323
173316,518674.6184122453
163348,808013.2172576613
167196,545805.0058343494
8539,509361.20254978066
57416,368434.18425293075
147688,399028.6958678311
48843,292238.7759268988
123483,422523.75140046445
91781,359816.90931077214
57502,212807.60899860907
41380,492580.7050013544
71368,431593.7630656442
90332,374209.03194947937
56200,434197.0806211135
59273,462287.1270602502
59528,764076.7614224367
142978,474532.08403005265
62463,418495.56118140504
151089,305845.3846889406
159388,403210.04779963964
15000,333131.3468085598
124030,509340.769608213
146762,495853.0891339103
32542,255707.5481335062
44504,396188.1280694936
154438,544145.1924124787
92711,365371.2738665043
26861,380598.52442297223
154130,543137.177608625
108177,490126.4024565095
85561,293131.24020052055
29523,271116.27300756524
162190,550916.9799545009
137744,422082.9139784075
141614,428784.4560043899
154095,521918.53845584905
177433,655288.4316571299
16212,278474.8235648891
138324,514887.25871284364
179772,684524.312450163
80229,522855.45528245904
146601,504589.199316051
90354,409127.5684236785
16620,299184.7690849681
144520,414329.5283139143
43671,287241.7461465247
151379,432070.15508121694
43516,303489.4275426682
114780,498788.33153076534
48679,430138.5522652479
23310,312841.2193193608
82078,828644.2830192528
161637,460439.66004234465
97266,415126.9047498715
25975,317405.58389823383
183280,644280.3905379672
143522,426483.1387212996
82873,380339.802652743
111022,436426.3016464411
170004,476020.1706733439
149233,474241.51260612096
11335,233132.44081543176
178323,748707.8398789135
117545,468297.37382546655
104197,463679.19295790547
114280,442299.50695446535
30527,335947.1986508948
42651,418572.30022680364
123646,401142.6381969785
72689,455707.99767247844
78646,402413.1587927515
50032,345266.3435512418
167436,643466.0365520292
25911,262875.53808311
140037,450796.87668114563
117935,541497.5964058687
122922,346930.59480469767
28738,342787.4937444275
129413,448160.2702490045
65411,499199.33658630395
20519,230491.86776445535
148799,493106.05876940244
96848,394571.34461793874
167854,434967.69680744765
90027,439714.0079542467
124583,406059.0557590553
123841,420248.44968190265
143815,513864.6091485051
100928,372612.9727437042
64554,423775.1541200793
27802,288925.20738916594
55996,264808.9267546225
168480,466710.1115860705
18511,282679.09116222285
7174,304013.0725367055
107447,412783.9716985917
109945,411633.5796819258
109304,535337.8659989636
33225,215203.7160705618
31504,269484.58099035535
85162,297986.7331254259
164868,449376.7477445228
102092,433087.3900464992
5618,354002.1787165129
45425,324389.71179208625
127376,430281.47047896637
156938,474432.8226396927
127635,477681.5904325526
111774,700216.4355511088
141311,756869.3026494485
68733,383484.4647045374
171431,620718.4364079686
57288,244145.99425080567
147560,549458.4431353669
83283,479027.3154379998
180470,618884.90773604
85424,431594.5578091066
30049,299136.4802410193
138841,467729.0871491415
138637,422640.729131381
178178,793950.8566027076
69976,740726.9472700071
139744,491926.36210154166
58256,277336.1313342963
104665,477097.2293560342
169191,584756.8300043482
55984,338959.1657442746
40354,310882.26978552167
59813,232847.66108544465
142178,385166.764695838
104367,450822.04629072733
135075,409155.52962473634
16278,345340.43082403974
49191,354351.8475957276
95010,376488.80025401764
179668,555600.3538235769
111338,393659.1981946612
76006,429823.3559417426
106534,461840.730910046
78933,755187.9212810034
76196,519958.1932888974
110996,438630.5042774014
145016,511342.3139612064
133526,513544.1650571113
67069,612136.8846953609
77499,292460.29434483015
51668,614878.8779538432
64752,478957.3357770217
148430,442949.672831448
63329,362990.27519893437
173406,500328.49904077366
79182,391695.671164978
139963,430900.91598913824
119727,363498.0320294142
14184,338794.06666451436
63325,693534.3099729256
69906,725889.9925888565
150715,388322.5476289701
10423,382379.5444301805
13226,152678.7874739219
166355,473112.9793378695
162216,555694.1452855386
43071,418239.5158403339
103161,533431.187196497
168506,577249.370274802
30707,422813.3713374274
54877,461716.6272985386
77637,359765.9756682861
54304,397298.31827385916
71775,551338.8670345545
116543,337434.33204619266
18877,400487.97413790645
98865,449756.4174034819
169535,516086.0391048349
155674,388210.78633634665
46410,408764.85592911753
25354,352073.7293743165
149242,377460.1887420575
156019,551991.7004088494
2372,210990.2104456036
167793,501841.613541378
13539,346304.0992421303
96889,675282.1164478523
12180,200497.9646294833
30975,469236.6126353862
142091,763029.96657187
141417,580756.4216582524
88385,425769.51859372476
118140,502871.0462821926
130703,425720.92305855127
78738,428278.9657331005
31269,279482.7704981432
109042,479976.8197511213
48367,432705.27447307034
169027,472109.7174027364
94564,379526.8102358738
69161,486843.14815403265
109455,634638.2377492854
102048,469915.9518018615
142061,568221.4147700395
80360,356495.5069270639
108330,401749.1882562933
45894,253586.38211279328
184619,687745.851487663
44807,283058.7943746443
86934,354905.4670927652
99343,396663.1346570986
168916,527854.9614696044
89276,635438.0260233862
51815,334686.9521438364
125813,413406.66210495424
107171,442938.0264590982
154642,442610.9061999122
10072,312736.28488506784
68097,342113.2986342132
160821,530795.228608882
19655,298775.8104831354
142752,452550.12805623794
36940,288264.8816266563
111126,414965.3479872092
596,346185.86837833014
71019,373179.2590976544
4479,363739.9367552957
55848,486983.23467795854
85188,487925.7257332061
125357,469791.86855909135
14647,289068.87863918423
162730,499374.5763176759
150653,435789.17619705305
120056,391318.6724059691
169156,638699.2364000316
67935,668362.49248634
174388,649331.6997891915
182913,641643.2320477522
54148,305633.56020278635
131866,540752.2812907241
149984,500647.6546540813
159985,449853.59555886395
95496,433622.3862821014
112843,404091.20981439395
49524,406014.17737346503
27369,225999.60982801707
30825,397373.83129581413
169753,706805.723719636
92534,399983.2558487889
129225,423279.9819256795
13062,232830.48392124832
130722,525604.4671400238
134157,425307.4254663995
165859,525399.3103813863
66301,398589.51650036284
83618,476396.39645417256
107691,488931.694910599
105232,412700.6710687968
48298,572297.8127874573
40648,292208.9244497119
71976,494724.0740202649
72896,649213.0726833576
74551,416193.7368964211
44973,334890.70266365027
29347,374459.655152771
141919,487551.3799658214
106300,397634.14310447266
131980,484681.37854462623
133141,412531.43558845454
3973,297259.8363516026
40519,332969.8531269245
180446,597267.0720957887
175025,606815.9316605483
75064,411649.04718213837
18793,431986.75309611275
149491,435522.1290782869
154754,485925.4111031724
132371,345306.40834862593
134999,450483.949987802
165322,586353.8401411364
108805,498007.46111671196
140691,491494.22920963785
156367,452312.69160226383
85858,571308.9327240802
152700,463768.8416161462
185104,597442.2085232033
70218,418248.5279271843
10393,349639.078022402
165123,522502.55819330213
55106,348186.63417801296
88369,369122.12490311736
41779,589391.7554944953
130816,414880.1391401499
31211,309603.67922296165
166757,723236.6696984379
108437,432205.7615675399
185814,743599.3741606681
73304,386356.4686570782
148656,489313.24759766355
84559,375985.229055181
151222,421013.01583315403
2069,287041.1953970721
182640,684740.4621462859
157520,487008.2428922738
153201,466252.0014014069
51319,376241.94153820886
167197,556886.0289249715
56328,840850.0506970154
7586,258439.32698665294
4962,593221.0510959051
17286,188668.7258292666
17996,294266.3890377519
136652,490196.6843775835
107533,405066.34423960035
35676,250880.32568438427
63528,446880.26570136414
88024,405195.13252130523
92245,437933.4360572111
121431,494391.62665743835
117675,433504.6685606701
134315,593713.9236827287
80382,346687.34523076075
5676,371545.0985889622
85834,370690.41811335715
7544,262306.10380989284
76545,408623.39224918885
182269,651016.1495253561
115301,361569.181772785
184499,674190.0937156413
89274,848824.6872331362
96978,485486.3922692796
22476,310035.2667744581
43684,354316.97066362435
103852,459752.9038605207
6660,252848.33367970065
149136,545705.3652701213
55623,335901.707194493
154963,437245.0074350304
118607,418656.3849817737
66046,403719.3284422521
50815,357934.2058954438
88378,448634.0071708924
47559,419964.96678124735
96116,446642.02938848163
31651,303828.5474744206
141186,640616.846137149
142321,800719.9520179944
47123,243547.18197651257
176333,558207.6765449634
3011,296760.40397901344
68006,532166.3739130064
183387,567538.299737348
36465,285961.584593402
39670,311469.00425241626
173044,448504.0338086783
7197,300628.8477696429
35841,332389.5790989257
185880,748334.4070088454
64929,796505.2874937876
99553,482283.3214233867
59246,246341.0401376797
122401,355909.38381063874
5750,377748.2422220495
54602,294657.9020605821
57503,230205.78305585578
139988,476917.35962587036
61441,899076.651960949
3816,357017.9337632109
157223,479767.28225620923
45836,301280.7446768814
155755,445020.6488782781
1314,224223.5678872094
172283,612886.1088500067
183939,778570.381440168
102449,479963.4011600247
130038,381104.91490753257
69337,728180.8620779017
59437,359822.7170279621
100231,415322.7255088284
184320,631425.7547460494
121624,462118.8842502511
175778,517936.95165010897
49838,281078.9349168048
112596,302683.81774895824
92825,574441.0345201148
3175,519063.68686613545
20599,248994.886898934
90059,524593.3861671356
8718,210821.49067138406
56904,681171.0965128609
140415,439312.7256141461
45486,342019.298473047
72264,424472.6567818589
102129,427888.3802372671
5083,416859.0865283145
23403,372429.8239112969
57581,665512.9488175677
165475,482640.4549026659
88985,477743.0459318893
30967,441889.1791834915
19270,398831.71204333904
39924,262553.17838509346
52520,547316.3726185244
151658,373197.4608085088
145774,585418.9761056216
52004,364402.1952430606
109232,379750.2531238919
32071,272784.45088092785
421,243988.95758213982
150070,474027.7759264197
157555,461675.15325801214
141514,353783.1708484209
137558,519857.3158921784
155571,443421.760804528
162016,495080.4895712075
47743,388636.05201991857
42863,343019.3596068288
60316,390314.85440462094
119376,562115.9142879222
96534,405673.8636715456
97787,482605.83590903407
46854,288256.89212511666
131197,401730.8641388426
45750,367932.04128088534
75580,559811.2803752996
122938,469593.17269986105
24952,265413.5323742136
8713,188368.1880030035
29044,290216.37787188607
33794,465763.29252230725
155354,551069.1513157117
174630,676949.5282794551
357,258001.48847895107
52446,353634.39398467407
173530,498465.8784101188
9167,259646.30838662936
2712,197684.085582975
34228,420169.9647275754
14795,349628.04725361534
101108,509225.0822643908
182805,538625.4384253062
101314,415653.0852796212
71207,381990.18905820063
24463,312822.9553993988
161441,416227.10226337187
62066,327145.9158571301
140608,493697.05592367623
9901,278933.5204758388
167009,465098.19667749177
70131,314859.4045905805
111696,539612.8314612333
69883,812702.0809361571
68434,393167.2349317696
10786,341988.1181894593
104011,496269.1193425529
108425,433117.91309002566
120804,442437.5961736479
26582,446826.82145714056
20975,468602.304753079
134633,571199.8763159192
97941,461050.8671982861
107642,458345.5743171911
161902,435804.09820674703
100312,831134.823130971
95448,435622.85946910473
21815,309391.21137619775
149382,691610.2113521197
74108,717355.3517124101
123994,620152.9534176539
146443,461614.39621838165
108700,402647.97078456875
22001,409494.01914485055
74783,397580.6698832119
119865,392934.00809652463
141913,419814.93130740337
74995,509430.6524037782
135235,274273.9429888937
48589,334113.00998730265
914,234415.64152172563
119943,407800.2627687625
99440,318921.61181259056
144341,613034.4644977904
97930,525911.8267931452
90951,396264.19168111833
131041,403751.90874533483
84731,474227.381745247
135546,586191.3690658757
127448,457462.0644611261
61300,322608.83433707047
63131,360507.46591433766
25238,305887.69877826725
180340,553861.1052828874
99506,339948.50572096964
183854,632098.1796912816
94910,423938.4535023274
44500,324568.54624653206
63085,385063.1305813027
164640,588264.3413058999
16313,314042.5248425023
132985,471215.86994989193
101842,364332.86983221327
5938,516490.412517082
44937,321096.51202554995
170855,535436.7990232448
